;;;Rg;Identité;Total;1;2;3;4;5;6;F;MG;MF;courses par catégorie d'âge;catégorie d'âge;CHPT DPT route;ROUTE;CHPT DPT clm;CLM INDIV;CHPT DPT cyclo-cross;CYCLO-CROSS;% route;% CLM;% CYCLO-CROSS;;;;;;;;;;;;;;
C_436;1300071-MACIASZEK Guillaume;13000,0795;45;71-MACIASZEK Guillaume;13;0;0;6;6;0;0;0;0;0;1;11;0;1;0;0;71-MACIASZEK Guillaume-1;71-MACIASZEK Guillaume-2;71-MACIASZEK Guillaume-3;71-MACIASZEK Guillaume-4;71-MACIASZEK Guillaume-5;71-MACIASZEK Guillaume-6;71-MACIASZEK Guillaume-F;71-MACIASZEK Guillaume-MG;71-MACIASZEK Guillaume-MF;795;S;1;71-MACIASZEK Guillaume-S;71-MACIASZEK Guillaume-CHPT DPT route;71-MACIASZEK Guillaume-ROUTE;71-MACIASZEK Guillaume-CHPT DPT clm;71-MACIASZEK Guillaume-CLM INDIV;71-MACIASZEK Guillaume-CHPT DPT cyclo-cross;71-MACIASZEK Guillaume-CYCLO-CROSS
C_437;600071-MAGNIN Patrice;6000,0794;169;71-MAGNIN Patrice;6;0;0;0;0;6;0;0;0;0;0;2;0;4;0;0;71-MAGNIN Patrice-1;71-MAGNIN Patrice-2;71-MAGNIN Patrice-3;71-MAGNIN Patrice-4;71-MAGNIN Patrice-5;71-MAGNIN Patrice-6;71-MAGNIN Patrice-F;71-MAGNIN Patrice-MG;71-MAGNIN Patrice-MF;794;SV;0;71-MAGNIN Patrice-SV;71-MAGNIN Patrice-CHPT DPT route;71-MAGNIN Patrice-ROUTE;71-MAGNIN Patrice-CHPT DPT clm;71-MAGNIN Patrice-CLM INDIV;71-MAGNIN Patrice-CHPT DPT cyclo-cross;71-MAGNIN Patrice-CYCLO-CROSS
C_438;500071-MAIKHAF Ahmed;5000,0793;201;71-MAIKHAF Ahmed;5;0;0;0;5;0;0;0;0;0;0;5;0;0;0;0;71-MAIKHAF Ahmed-1;71-MAIKHAF Ahmed-2;71-MAIKHAF Ahmed-3;71-MAIKHAF Ahmed-4;71-MAIKHAF Ahmed-5;71-MAIKHAF Ahmed-6;71-MAIKHAF Ahmed-F;71-MAIKHAF Ahmed-MG;71-MAIKHAF Ahmed-MF;793;A;0;71-MAIKHAF Ahmed-A;71-MAIKHAF Ahmed-CHPT DPT route;71-MAIKHAF Ahmed-ROUTE;71-MAIKHAF Ahmed-CHPT DPT clm;71-MAIKHAF Ahmed-CLM INDIV;71-MAIKHAF Ahmed-CHPT DPT cyclo-cross;71-MAIKHAF Ahmed-CYCLO-CROSS
C_439;100071-MAILLET Arthur;1000,0792;335;71-MAILLET Arthur;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;71-MAILLET Arthur-1;71-MAILLET Arthur-2;71-MAILLET Arthur-3;71-MAILLET Arthur-4;71-MAILLET Arthur-5;71-MAILLET Arthur-6;71-MAILLET Arthur-F;71-MAILLET Arthur-MG;71-MAILLET Arthur-MF;792;S;0;71-MAILLET Arthur-S;71-MAILLET Arthur-CHPT DPT route;71-MAILLET Arthur-ROUTE;71-MAILLET Arthur-CHPT DPT clm;71-MAILLET Arthur-CLM INDIV;71-MAILLET Arthur-CHPT DPT cyclo-cross;71-MAILLET Arthur-CYCLO-CROSS
C_440;1100071-MAILLIOT Marc;11000,0791;72;71-MAILLIOT Marc;11;0;0;0;0;4;7;0;0;0;1;10;0;0;0;0;71-MAILLIOT Marc-1;71-MAILLIOT Marc-2;71-MAILLIOT Marc-3;71-MAILLIOT Marc-4;71-MAILLIOT Marc-5;71-MAILLIOT Marc-6;71-MAILLIOT Marc-F;71-MAILLIOT Marc-MG;71-MAILLIOT Marc-MF;791;SA;0;71-MAILLIOT Marc-SA;71-MAILLIOT Marc-CHPT DPT route;71-MAILLIOT Marc-ROUTE;71-MAILLIOT Marc-CHPT DPT clm;71-MAILLIOT Marc-CLM INDIV;71-MAILLIOT Marc-CHPT DPT cyclo-cross;71-MAILLIOT Marc-CYCLO-CROSS
C_441;000071-MAILLOT Corinne(F);0,079;565;71-MAILLOT Corinne(F);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MAILLOT Corinne(F)-1;71-MAILLOT Corinne(F)-2;71-MAILLOT Corinne(F)-3;71-MAILLOT Corinne(F)-4;71-MAILLOT Corinne(F)-5;71-MAILLOT Corinne(F)-6;71-MAILLOT Corinne(F)-F;71-MAILLOT Corinne(F)-MG;71-MAILLOT Corinne(F)-MF;790;SV;0;71-MAILLOT Corinne(F)-SV;71-MAILLOT Corinne(F)-CHPT DPT route;71-MAILLOT Corinne(F)-ROUTE;71-MAILLOT Corinne(F)-CHPT DPT clm;71-MAILLOT Corinne(F)-CLM INDIV;71-MAILLOT Corinne(F)-CHPT DPT cyclo-cross;71-MAILLOT Corinne(F)-CYCLO-CROSS
C_442;1200071-MAILLOT Mael;12000,0789;59;71-MAILLOT Mael;12;0;0;5;6;0;0;0;0;0;1;10;0;1;0;0;71-MAILLOT Mael-1;71-MAILLOT Mael-2;71-MAILLOT Mael-3;71-MAILLOT Mael-4;71-MAILLOT Mael-5;71-MAILLOT Mael-6;71-MAILLOT Mael-F;71-MAILLOT Mael-MG;71-MAILLOT Mael-MF;789;J;1;71-MAILLOT Mael-J;71-MAILLOT Mael-CHPT DPT route;71-MAILLOT Mael-ROUTE;71-MAILLOT Mael-CHPT DPT clm;71-MAILLOT Mael-CLM INDIV;71-MAILLOT Mael-CHPT DPT cyclo-cross;71-MAILLOT Mael-CYCLO-CROSS
C_443;000071-MAILLOT Pierre;0,0788;566;71-MAILLOT Pierre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MAILLOT Pierre-1;71-MAILLOT Pierre-2;71-MAILLOT Pierre-3;71-MAILLOT Pierre-4;71-MAILLOT Pierre-5;71-MAILLOT Pierre-6;71-MAILLOT Pierre-F;71-MAILLOT Pierre-MG;71-MAILLOT Pierre-MF;788;A;0;71-MAILLOT Pierre-A;71-MAILLOT Pierre-CHPT DPT route;71-MAILLOT Pierre-ROUTE;71-MAILLOT Pierre-CHPT DPT clm;71-MAILLOT Pierre-CLM INDIV;71-MAILLOT Pierre-CHPT DPT cyclo-cross;71-MAILLOT Pierre-CYCLO-CROSS
C_444;000071-MAILLOT Vincent;0,0787;567;71-MAILLOT Vincent;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MAILLOT Vincent-1;71-MAILLOT Vincent-2;71-MAILLOT Vincent-3;71-MAILLOT Vincent-4;71-MAILLOT Vincent-5;71-MAILLOT Vincent-6;71-MAILLOT Vincent-F;71-MAILLOT Vincent-MG;71-MAILLOT Vincent-MF;787;A;0;71-MAILLOT Vincent-A;71-MAILLOT Vincent-CHPT DPT route;71-MAILLOT Vincent-ROUTE;71-MAILLOT Vincent-CHPT DPT clm;71-MAILLOT Vincent-CLM INDIV;71-MAILLOT Vincent-CHPT DPT cyclo-cross;71-MAILLOT Vincent-CYCLO-CROSS
C_445;000071-MANCEL Emmanuel;0,0786;568;71-MANCEL Emmanuel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MANCEL Emmanuel-1;71-MANCEL Emmanuel-2;71-MANCEL Emmanuel-3;71-MANCEL Emmanuel-4;71-MANCEL Emmanuel-5;71-MANCEL Emmanuel-6;71-MANCEL Emmanuel-F;71-MANCEL Emmanuel-MG;71-MANCEL Emmanuel-MF;786;A;0;71-MANCEL Emmanuel-A;71-MANCEL Emmanuel-CHPT DPT route;71-MANCEL Emmanuel-ROUTE;71-MANCEL Emmanuel-CHPT DPT clm;71-MANCEL Emmanuel-CLM INDIV;71-MANCEL Emmanuel-CHPT DPT cyclo-cross;71-MANCEL Emmanuel-CYCLO-CROSS
C_446;700071-MANGINI Lucas;7000,0785;147;71-MANGINI Lucas;7;0;0;0;7;0;0;0;0;0;1;6;0;0;0;0;71-MANGINI Lucas-1;71-MANGINI Lucas-2;71-MANGINI Lucas-3;71-MANGINI Lucas-4;71-MANGINI Lucas-5;71-MANGINI Lucas-6;71-MANGINI Lucas-F;71-MANGINI Lucas-MG;71-MANGINI Lucas-MF;785;S;0;71-MANGINI Lucas-S;71-MANGINI Lucas-CHPT DPT route;71-MANGINI Lucas-ROUTE;71-MANGINI Lucas-CHPT DPT clm;71-MANGINI Lucas-CLM INDIV;71-MANGINI Lucas-CHPT DPT cyclo-cross;71-MANGINI Lucas-CYCLO-CROSS
C_447;1000071-MANGINI Mattéo;10000,0784;82;71-MANGINI Mattéo;10;0;10;0;0;0;0;0;0;0;1;7;0;2;0;0;71-MANGINI Mattéo-1;71-MANGINI Mattéo-2;71-MANGINI Mattéo-3;71-MANGINI Mattéo-4;71-MANGINI Mattéo-5;71-MANGINI Mattéo-6;71-MANGINI Mattéo-F;71-MANGINI Mattéo-MG;71-MANGINI Mattéo-MF;784;S;0;71-MANGINI Mattéo-S;71-MANGINI Mattéo-CHPT DPT route;71-MANGINI Mattéo-ROUTE;71-MANGINI Mattéo-CHPT DPT clm;71-MANGINI Mattéo-CLM INDIV;71-MANGINI Mattéo-CHPT DPT cyclo-cross;71-MANGINI Mattéo-CYCLO-CROSS
C_448;000071-MARCHETTI Mario;0,0783;569;71-MARCHETTI Mario;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MARCHETTI Mario-1;71-MARCHETTI Mario-2;71-MARCHETTI Mario-3;71-MARCHETTI Mario-4;71-MARCHETTI Mario-5;71-MARCHETTI Mario-6;71-MARCHETTI Mario-F;71-MARCHETTI Mario-MG;71-MARCHETTI Mario-MF;783;SA;0;71-MARCHETTI Mario-SA;71-MARCHETTI Mario-CHPT DPT route;71-MARCHETTI Mario-ROUTE;71-MARCHETTI Mario-CHPT DPT clm;71-MARCHETTI Mario-CLM INDIV;71-MARCHETTI Mario-CHPT DPT cyclo-cross;71-MARCHETTI Mario-CYCLO-CROSS
C_449;1300071-MARGUIN Baptiste;13000,0782;46;71-MARGUIN Baptiste;13;0;12;0;0;0;0;0;0;0;1;7;0;4;1;0;71-MARGUIN Baptiste-1;71-MARGUIN Baptiste-2;71-MARGUIN Baptiste-3;71-MARGUIN Baptiste-4;71-MARGUIN Baptiste-5;71-MARGUIN Baptiste-6;71-MARGUIN Baptiste-F;71-MARGUIN Baptiste-MG;71-MARGUIN Baptiste-MF;782;J;1;71-MARGUIN Baptiste-J;71-MARGUIN Baptiste-CHPT DPT route;71-MARGUIN Baptiste-ROUTE;71-MARGUIN Baptiste-CHPT DPT clm;71-MARGUIN Baptiste-CLM INDIV;71-MARGUIN Baptiste-CHPT DPT cyclo-cross;71-MARGUIN Baptiste-CYCLO-CROSS
C_450;1900071-MARGUIN Damien;19000,0781;12;71-MARGUIN Damien;19;0;17;0;0;0;0;0;0;0;1;11;0;5;1;1;71-MARGUIN Damien-1;71-MARGUIN Damien-2;71-MARGUIN Damien-3;71-MARGUIN Damien-4;71-MARGUIN Damien-5;71-MARGUIN Damien-6;71-MARGUIN Damien-F;71-MARGUIN Damien-MG;71-MARGUIN Damien-MF;781;J;2;71-MARGUIN Damien-J;71-MARGUIN Damien-CHPT DPT route;71-MARGUIN Damien-ROUTE;71-MARGUIN Damien-CHPT DPT clm;71-MARGUIN Damien-CLM INDIV;71-MARGUIN Damien-CHPT DPT cyclo-cross;71-MARGUIN Damien-CYCLO-CROSS
C_451;1200071-MARGUIN Laurent;12000,078;60;71-MARGUIN Laurent;12;0;0;0;0;12;0;0;0;0;1;8;0;3;0;0;71-MARGUIN Laurent-1;71-MARGUIN Laurent-2;71-MARGUIN Laurent-3;71-MARGUIN Laurent-4;71-MARGUIN Laurent-5;71-MARGUIN Laurent-6;71-MARGUIN Laurent-F;71-MARGUIN Laurent-MG;71-MARGUIN Laurent-MF;780;V;0;71-MARGUIN Laurent-V;71-MARGUIN Laurent-CHPT DPT route;71-MARGUIN Laurent-ROUTE;71-MARGUIN Laurent-CHPT DPT clm;71-MARGUIN Laurent-CLM INDIV;71-MARGUIN Laurent-CHPT DPT cyclo-cross;71-MARGUIN Laurent-CYCLO-CROSS
C_452;500071-MARIN Patrice;5000,0779;202;71-MARIN Patrice;5;0;0;0;5;0;0;0;0;0;1;4;0;0;0;0;71-MARIN Patrice-1;71-MARIN Patrice-2;71-MARIN Patrice-3;71-MARIN Patrice-4;71-MARIN Patrice-5;71-MARIN Patrice-6;71-MARIN Patrice-F;71-MARIN Patrice-MG;71-MARIN Patrice-MF;779;SV;0;71-MARIN Patrice-SV;71-MARIN Patrice-CHPT DPT route;71-MARIN Patrice-ROUTE;71-MARIN Patrice-CHPT DPT clm;71-MARIN Patrice-CLM INDIV;71-MARIN Patrice-CHPT DPT cyclo-cross;71-MARIN Patrice-CYCLO-CROSS
C_453;300071-MARTIN Bernard;3000,0778;251;71-MARTIN Bernard;3;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;71-MARTIN Bernard-1;71-MARTIN Bernard-2;71-MARTIN Bernard-3;71-MARTIN Bernard-4;71-MARTIN Bernard-5;71-MARTIN Bernard-6;71-MARTIN Bernard-F;71-MARTIN Bernard-MG;71-MARTIN Bernard-MF;778;SA;0;71-MARTIN Bernard-SA;71-MARTIN Bernard-CHPT DPT route;71-MARTIN Bernard-ROUTE;71-MARTIN Bernard-CHPT DPT clm;71-MARTIN Bernard-CLM INDIV;71-MARTIN Bernard-CHPT DPT cyclo-cross;71-MARTIN Bernard-CYCLO-CROSS
C_454;000071-MARTIN Hervé;0,0777;570;71-MARTIN Hervé;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MARTIN Hervé-1;71-MARTIN Hervé-2;71-MARTIN Hervé-3;71-MARTIN Hervé-4;71-MARTIN Hervé-5;71-MARTIN Hervé-6;71-MARTIN Hervé-F;71-MARTIN Hervé-MG;71-MARTIN Hervé-MF;777;A;0;71-MARTIN Hervé-A;71-MARTIN Hervé-CHPT DPT route;71-MARTIN Hervé-ROUTE;71-MARTIN Hervé-CHPT DPT clm;71-MARTIN Hervé-CLM INDIV;71-MARTIN Hervé-CHPT DPT cyclo-cross;71-MARTIN Hervé-CYCLO-CROSS
C_455;000071-MARTIN Samuel;0,0776;571;71-MARTIN Samuel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MARTIN Samuel-1;71-MARTIN Samuel-2;71-MARTIN Samuel-3;71-MARTIN Samuel-4;71-MARTIN Samuel-5;71-MARTIN Samuel-6;71-MARTIN Samuel-F;71-MARTIN Samuel-MG;71-MARTIN Samuel-MF;776;V;0;71-MARTIN Samuel-V;71-MARTIN Samuel-CHPT DPT route;71-MARTIN Samuel-ROUTE;71-MARTIN Samuel-CHPT DPT clm;71-MARTIN Samuel-CLM INDIV;71-MARTIN Samuel-CHPT DPT cyclo-cross;71-MARTIN Samuel-CYCLO-CROSS
C_456;700071-MARTIN Thierry;7000,0775;148;71-MARTIN Thierry;7;0;0;0;7;0;0;0;0;0;1;6;0;0;0;0;71-MARTIN Thierry-1;71-MARTIN Thierry-2;71-MARTIN Thierry-3;71-MARTIN Thierry-4;71-MARTIN Thierry-5;71-MARTIN Thierry-6;71-MARTIN Thierry-F;71-MARTIN Thierry-MG;71-MARTIN Thierry-MF;775;V;0;71-MARTIN Thierry-V;71-MARTIN Thierry-CHPT DPT route;71-MARTIN Thierry-ROUTE;71-MARTIN Thierry-CHPT DPT clm;71-MARTIN Thierry-CLM INDIV;71-MARTIN Thierry-CHPT DPT cyclo-cross;71-MARTIN Thierry-CYCLO-CROSS
C_457;200071-MARTIN-LEGOUHY Etienne;2000,0774;292;71-MARTIN-LEGOUHY Etienne;2;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;71-MARTIN-LEGOUHY Etienne-1;71-MARTIN-LEGOUHY Etienne-2;71-MARTIN-LEGOUHY Etienne-3;71-MARTIN-LEGOUHY Etienne-4;71-MARTIN-LEGOUHY Etienne-5;71-MARTIN-LEGOUHY Etienne-6;71-MARTIN-LEGOUHY Etienne-F;71-MARTIN-LEGOUHY Etienne-MG;71-MARTIN-LEGOUHY Etienne-MF;774;M;0;71-MARTIN-LEGOUHY Etienne-M;71-MARTIN-LEGOUHY Etienne-CHPT DPT route;71-MARTIN-LEGOUHY Etienne-ROUTE;71-MARTIN-LEGOUHY Etienne-CHPT DPT clm;71-MARTIN-LEGOUHY Etienne-CLM INDIV;71-MARTIN-LEGOUHY Etienne-CHPT DPT cyclo-cross;71-MARTIN-LEGOUHY Etienne-CYCLO-CROSS
C_458;000071-MARTINS José;0,0773;572;71-MARTINS José;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MARTINS José-1;71-MARTINS José-2;71-MARTINS José-3;71-MARTINS José-4;71-MARTINS José-5;71-MARTINS José-6;71-MARTINS José-F;71-MARTINS José-MG;71-MARTINS José-MF;773;SV;0;71-MARTINS José-SV;71-MARTINS José-CHPT DPT route;71-MARTINS José-ROUTE;71-MARTINS José-CHPT DPT clm;71-MARTINS José-CLM INDIV;71-MARTINS José-CHPT DPT cyclo-cross;71-MARTINS José-CYCLO-CROSS
C_459;000071-MASA Elliot;0,0772;573;71-MASA Elliot;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MASA Elliot-1;71-MASA Elliot-2;71-MASA Elliot-3;71-MASA Elliot-4;71-MASA Elliot-5;71-MASA Elliot-6;71-MASA Elliot-F;71-MASA Elliot-MG;71-MASA Elliot-MF;772;S;0;71-MASA Elliot-S;71-MASA Elliot-CHPT DPT route;71-MASA Elliot-ROUTE;71-MASA Elliot-CHPT DPT clm;71-MASA Elliot-CLM INDIV;71-MASA Elliot-CHPT DPT cyclo-cross;71-MASA Elliot-CYCLO-CROSS
C_460;000071-MASA Sylvain;0,0771;574;71-MASA Sylvain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MASA Sylvain-1;71-MASA Sylvain-2;71-MASA Sylvain-3;71-MASA Sylvain-4;71-MASA Sylvain-5;71-MASA Sylvain-6;71-MASA Sylvain-F;71-MASA Sylvain-MG;71-MASA Sylvain-MF;771;SV;0;71-MASA Sylvain-SV;71-MASA Sylvain-CHPT DPT route;71-MASA Sylvain-ROUTE;71-MASA Sylvain-CHPT DPT clm;71-MASA Sylvain-CLM INDIV;71-MASA Sylvain-CHPT DPT cyclo-cross;71-MASA Sylvain-CYCLO-CROSS
C_461;700071-MAZUE Laurent;7000,077;149;71-MAZUE Laurent;7;0;0;0;0;7;0;0;0;0;1;4;0;2;0;0;71-MAZUE Laurent-1;71-MAZUE Laurent-2;71-MAZUE Laurent-3;71-MAZUE Laurent-4;71-MAZUE Laurent-5;71-MAZUE Laurent-6;71-MAZUE Laurent-F;71-MAZUE Laurent-MG;71-MAZUE Laurent-MF;770;SV;0;71-MAZUE Laurent-SV;71-MAZUE Laurent-CHPT DPT route;71-MAZUE Laurent-ROUTE;71-MAZUE Laurent-CHPT DPT clm;71-MAZUE Laurent-CLM INDIV;71-MAZUE Laurent-CHPT DPT cyclo-cross;71-MAZUE Laurent-CYCLO-CROSS
C_462;100071-MEILLERAND Thibaut;1000,0769;336;71-MEILLERAND Thibaut;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;71-MEILLERAND Thibaut-1;71-MEILLERAND Thibaut-2;71-MEILLERAND Thibaut-3;71-MEILLERAND Thibaut-4;71-MEILLERAND Thibaut-5;71-MEILLERAND Thibaut-6;71-MEILLERAND Thibaut-F;71-MEILLERAND Thibaut-MG;71-MEILLERAND Thibaut-MF;769;S;0;71-MEILLERAND Thibaut-S;71-MEILLERAND Thibaut-CHPT DPT route;71-MEILLERAND Thibaut-ROUTE;71-MEILLERAND Thibaut-CHPT DPT clm;71-MEILLERAND Thibaut-CLM INDIV;71-MEILLERAND Thibaut-CHPT DPT cyclo-cross;71-MEILLERAND Thibaut-CYCLO-CROSS
C_463;700071-MEININGER Thomas;7000,0768;150;71-MEININGER Thomas;7;0;0;0;0;0;0;0;7;0;1;6;0;0;0;0;71-MEININGER Thomas-1;71-MEININGER Thomas-2;71-MEININGER Thomas-3;71-MEININGER Thomas-4;71-MEININGER Thomas-5;71-MEININGER Thomas-6;71-MEININGER Thomas-F;71-MEININGER Thomas-MG;71-MEININGER Thomas-MF;768;M;0;71-MEININGER Thomas-M;71-MEININGER Thomas-CHPT DPT route;71-MEININGER Thomas-ROUTE;71-MEININGER Thomas-CHPT DPT clm;71-MEININGER Thomas-CLM INDIV;71-MEININGER Thomas-CHPT DPT cyclo-cross;71-MEININGER Thomas-CYCLO-CROSS
C_464;1100071-MEJNAOUI Driss;11000,0767;73;71-MEJNAOUI Driss;11;0;8;2;0;0;0;0;0;0;0;9;0;2;0;0;71-MEJNAOUI Driss-1;71-MEJNAOUI Driss-2;71-MEJNAOUI Driss-3;71-MEJNAOUI Driss-4;71-MEJNAOUI Driss-5;71-MEJNAOUI Driss-6;71-MEJNAOUI Driss-F;71-MEJNAOUI Driss-MG;71-MEJNAOUI Driss-MF;767;J;1;71-MEJNAOUI Driss-J;71-MEJNAOUI Driss-CHPT DPT route;71-MEJNAOUI Driss-ROUTE;71-MEJNAOUI Driss-CHPT DPT clm;71-MEJNAOUI Driss-CLM INDIV;71-MEJNAOUI Driss-CHPT DPT cyclo-cross;71-MEJNAOUI Driss-CYCLO-CROSS
C_465;500071-MEJNAOUI Mehdi;5000,0766;203;71-MEJNAOUI Mehdi;5;0;3;2;0;0;0;0;0;0;0;3;0;2;0;0;71-MEJNAOUI Mehdi-1;71-MEJNAOUI Mehdi-2;71-MEJNAOUI Mehdi-3;71-MEJNAOUI Mehdi-4;71-MEJNAOUI Mehdi-5;71-MEJNAOUI Mehdi-6;71-MEJNAOUI Mehdi-F;71-MEJNAOUI Mehdi-MG;71-MEJNAOUI Mehdi-MF;766;J;0;71-MEJNAOUI Mehdi-J;71-MEJNAOUI Mehdi-CHPT DPT route;71-MEJNAOUI Mehdi-ROUTE;71-MEJNAOUI Mehdi-CHPT DPT clm;71-MEJNAOUI Mehdi-CLM INDIV;71-MEJNAOUI Mehdi-CHPT DPT cyclo-cross;71-MEJNAOUI Mehdi-CYCLO-CROSS
C_466;000071-MELONI Giovanni;0,0765;575;71-MELONI Giovanni;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MELONI Giovanni-1;71-MELONI Giovanni-2;71-MELONI Giovanni-3;71-MELONI Giovanni-4;71-MELONI Giovanni-5;71-MELONI Giovanni-6;71-MELONI Giovanni-F;71-MELONI Giovanni-MG;71-MELONI Giovanni-MF;765;A;0;71-MELONI Giovanni-A;71-MELONI Giovanni-CHPT DPT route;71-MELONI Giovanni-ROUTE;71-MELONI Giovanni-CHPT DPT clm;71-MELONI Giovanni-CLM INDIV;71-MELONI Giovanni-CHPT DPT cyclo-cross;71-MELONI Giovanni-CYCLO-CROSS
C_467;100071-MERCK Louis;1000,0764;337;71-MERCK Louis;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;71-MERCK Louis-1;71-MERCK Louis-2;71-MERCK Louis-3;71-MERCK Louis-4;71-MERCK Louis-5;71-MERCK Louis-6;71-MERCK Louis-F;71-MERCK Louis-MG;71-MERCK Louis-MF;764;S;0;71-MERCK Louis-S;71-MERCK Louis-CHPT DPT route;71-MERCK Louis-ROUTE;71-MERCK Louis-CHPT DPT clm;71-MERCK Louis-CLM INDIV;71-MERCK Louis-CHPT DPT cyclo-cross;71-MERCK Louis-CYCLO-CROSS
C_468;500071-METHY Frédéric;5000,0763;204;71-METHY Frédéric;5;0;0;0;0;5;0;0;0;0;1;4;0;0;0;0;71-METHY Frédéric-1;71-METHY Frédéric-2;71-METHY Frédéric-3;71-METHY Frédéric-4;71-METHY Frédéric-5;71-METHY Frédéric-6;71-METHY Frédéric-F;71-METHY Frédéric-MG;71-METHY Frédéric-MF;763;A;0;71-METHY Frédéric-A;71-METHY Frédéric-CHPT DPT route;71-METHY Frédéric-ROUTE;71-METHY Frédéric-CHPT DPT clm;71-METHY Frédéric-CLM INDIV;71-METHY Frédéric-CHPT DPT cyclo-cross;71-METHY Frédéric-CYCLO-CROSS
C_469;400071-MEUNIER Guillaume;4000,0762;225;71-MEUNIER Guillaume;4;0;3;0;0;0;0;0;0;0;0;2;0;1;1;0;71-MEUNIER Guillaume-1;71-MEUNIER Guillaume-2;71-MEUNIER Guillaume-3;71-MEUNIER Guillaume-4;71-MEUNIER Guillaume-5;71-MEUNIER Guillaume-6;71-MEUNIER Guillaume-F;71-MEUNIER Guillaume-MG;71-MEUNIER Guillaume-MF;762;S;1;71-MEUNIER Guillaume-S;71-MEUNIER Guillaume-CHPT DPT route;71-MEUNIER Guillaume-ROUTE;71-MEUNIER Guillaume-CHPT DPT clm;71-MEUNIER Guillaume-CLM INDIV;71-MEUNIER Guillaume-CHPT DPT cyclo-cross;71-MEUNIER Guillaume-CYCLO-CROSS
C_470;2400071-MICHAUDET Jean;24000,0761;1;71-MICHAUDET Jean;24;0;0;0;0;21;0;0;0;0;1;17;0;6;0;0;71-MICHAUDET Jean-1;71-MICHAUDET Jean-2;71-MICHAUDET Jean-3;71-MICHAUDET Jean-4;71-MICHAUDET Jean-5;71-MICHAUDET Jean-6;71-MICHAUDET Jean-F;71-MICHAUDET Jean-MG;71-MICHAUDET Jean-MF;761;SA;3;71-MICHAUDET Jean-SA;71-MICHAUDET Jean-CHPT DPT route;71-MICHAUDET Jean-ROUTE;71-MICHAUDET Jean-CHPT DPT clm;71-MICHAUDET Jean-CLM INDIV;71-MICHAUDET Jean-CHPT DPT cyclo-cross;71-MICHAUDET Jean-CYCLO-CROSS
C_471;000071-MICHEL Jérome;0,076;576;71-MICHEL Jérome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MICHEL Jérome-1;71-MICHEL Jérome-2;71-MICHEL Jérome-3;71-MICHEL Jérome-4;71-MICHEL Jérome-5;71-MICHEL Jérome-6;71-MICHEL Jérome-F;71-MICHEL Jérome-MG;71-MICHEL Jérome-MF;760;SV;0;71-MICHEL Jérome-SV;71-MICHEL Jérome-CHPT DPT route;71-MICHEL Jérome-ROUTE;71-MICHEL Jérome-CHPT DPT clm;71-MICHEL Jérome-CLM INDIV;71-MICHEL Jérome-CHPT DPT cyclo-cross;71-MICHEL Jérome-CYCLO-CROSS
C_472;000071-MICHELIN Danièle;0,0759;577;71-MICHELIN Danièle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71-MICHELIN Danièle-1;71-MICHELIN Danièle-2;71-MICHELIN Danièle-3;71-MICHELIN Danièle-4;71-MICHELIN Danièle-5;71-MICHELIN Danièle-6;71-MICHELIN Danièle-F;71-MICHELIN Danièle-MG;71-MICHELIN Danièle-MF;759;SA;0;71-MICHELIN Danièle-SA;71-MICHELIN Danièle-CHPT DPT route;71-MICHELIN Danièle-ROUTE;71-MICHELIN Danièle-CHPT DPT clm;71-MICHELIN Danièle-CLM INDIV;71-MICHELIN Danièle-CHPT DPT cyclo-cross;71-MICHELIN Danièle-CYCLO-CROSS
